product_name,ingredients_text,ingredients_tags,ingredients_analysis_tags,labels_tags,allergens_tags,categories_tags,nutriscore_grade,quantity,brands,index,ingredients_main_text_only,ingredients_tags_fr
,"[{'lang': 'main', 'text': 'Alto 1479 Fibra SINE odos NON Hydrogerated Fot SEM Seruros Fidrogenadae ES GALLETA DE CACAO RELLENA DE CREMA SIN AZUCARES AÑADIDOS CON EDULCORANTES. Ingredientes: Harina de trigo 39,5%, crema 29% (edulcorante (maltitol), grasa vegetal (palma y palmiste), almidón de trigo, fibra vegetal, aceite vegetal (girasol alto oleico), aroma de vainilla, emulgente (lecitina de soja)], edulcorante (maltitol), aceite vegetal (girasol alto oleico), cacao en polvo 4,5%, fibra vegetal, gasificantes (carbonato acido de sodio, carbonato ácido de amonio), sal, emulgente (lecitina de soja), aromas. Puede contener trazas de leche. Alto en fibra. Almacenar en lugar fresco y seco. Proteger de los rayos solares. Una vez abierto, mantener en las mismas condiciones y'}
 {'lang': 'fr', 'text': 'Alto 1479 Fibra SINE odos NON Hydrogerated Fot SEM Seruros Fidrogenadae ES GALLETA DE CACAO RELLENA DE CREMA SIN AZUCARES AÑADIDOS CON EDULCORANTES. Ingredientes: Harina de trigo 39,5%, crema 29% (edulcorante (maltitol), grasa vegetal (palma y palmiste), almidón de trigo, fibra vegetal, aceite vegetal (girasol alto oleico), aroma de vainilla, emulgente (lecitina de soja)], edulcorante (maltitol), aceite vegetal (girasol alto oleico), cacao en polvo 4,5%, fibra vegetal, gasificantes (carbonato acido de sodio, carbonato ácido de amonio), sal, emulgente (lecitina de soja), aromas. Puede contener trazas de leche. Alto en fibra. Almacenar en lugar fresco y seco. Proteger de los rayos solares. Una vez abierto, mantener en las mismas condiciones y'}
 {'lang': 'fr', 'text': 'Alto 1479 Fibra SINE odos NON Hydrogerated Fot SEM Seruros Fidrogenadae ES GALLETA DE CACAO RELLENA DE CREMA SIN AZUCARES AÑADIDOS CON EDULCORANTES. Ingredientes: Harina de trigo 39,5%, crema 29% (edulcorante (maltitol), grasa vegetal (palma y palmiste), almidón de trigo, fibra vegetal, aceite vegetal (girasol alto oleico), aroma de vainilla, emulgente (lecitina de soja)], edulcorante (maltitol), aceite vegetal (girasol alto oleico), cacao en polvo 4,5%, fibra vegetal, gasificantes (carbonato acido de sodio, carbonato ácido de amonio), sal, emulgente (lecitina de soja), aromas. Puede contener trazas de leche. Alto en fibra. Almacenar en lugar fresco y seco. Proteger de los rayos solares. Una vez abierto, mantener en las mismas condiciones y'}]","['fr:alto-1479-fibra-sine-odos-non-hydrogerated-fot-sem-seruros-fidrogenadae-es-galleta-de-cacao-rellena-de-crema-sin-azucares-anadidos-con-edulcorantes'
 'fr:ingredientes' 'fr:crema' 'fr:edulcorante' 'fr:grasa'
 'fr:almidon-de-trigo' 'fr:fibra' 'fr:aceite' 'fr:aroma-de-vainilla'
 'fr:emulgente' 'fr:cacao-en-polvo' 'fr:gasificantes' 'en:sal-tree'
 'en:plant' 'fr:aromas' 'fr:puede-contener-trazas-de-leche'
 'fr:alto-en-fibra' 'fr:almacenar-en-lugar-fresco-y-seco'
 'fr:proteger-de-los-rayos-solares' 'fr:una-vez-abierto'
 'fr:mantener-en-las-mismas-condiciones-y' 'fr:harina-de-trigo' 'en:e965'
 'fr:palma-y-palmiste' 'fr:girasol-alto-oleico' 'fr:lecitina-de-soja'
 'fr:carbonato-acido-de-sodio' 'fr:carbonato-acido-de-amonio']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:source-of-fibre' 'en:high-fibres' 'en:no-added-sugar'],[],"['en:snacks' 'en:sweet-snacks' 'en:biscuits-and-cakes'
 'en:biscuits-and-crackers' 'en:biscuits' 'en:filled-biscuits'
 'en:chocolate-sandwich-cookies']",c,,Gullon,332,alto fibra sine odos non hydrogerated fot sem seruros fidrogenadae es galleta de cacao rellena de crema sin azucares aadidos con edulcorantes ingredientes harina de trigo crema edulcorante maltitol grasa vegetal palma y palmiste almidn de trigo fibra vegetal aceite vegetal girasol alto oleico aroma de vainilla emulgente lecitina de soja edulcorante maltitol aceite vegetal girasol alto oleico cacao en polvo fibra vegetal gasificantes carbonato acido de sodio carbonato cido de amonio sal emulgente lecitina de soja aromas puede contener trazas de leche alto en fibra almacenar en lugar fresco y seco proteger de los rayos solares una vez abierto mantener en las mismas condiciones y,alto fibra sine odos non hydrogerated fot sem seruros fidrogenadae es galleta de cacao rellena de crema sin azucares anadidos con edulcorantes ingredientes crema edulcorante grasa almidon de trigo fibra aceite aroma de vainilla emulgente cacao en polvo gasificantes aromas puede contener trazas de leche alto en fibra almacenar en lugar fresco y seco proteger de los rayos solares una vez abierto mantener en las mismas condiciones y harina de trigo palma y palmiste girasol alto oleico lecitina de soja carbonato acido de sodio carbonato acido de amonio
Crème,"[{'lang': 'main', 'text': 'المكونات : حليب کامل ، مسحوق الحليب بدون قشدة ، قشدة ، سكر ، نشا ، نکهات خمائر حليسية سدة العدائية المتوسطة فـي 0 10ع قس ذهبيأت پسروتیدات 4,2غ سكربسات 14,9ځ 1 1 1 مع سوم الفبية الحراري 13 1 كيلوكالوري. بحفظ بين 2 و 6 ۱۹11126&quot;004613&quot; cherguiodomaines co ma'}
 {'lang': 'fr', 'text': 'المكونات : حليب کامل ، مسحوق الحليب بدون قشدة ، قشدة ، سكر ، نشا ، نکهات خمائر حليسية سدة العدائية المتوسطة فـي 0 10ع قس ذهبيأت پسروتیدات 4,2غ سكربسات 14,9ځ 1 1 1 مع سوم الفبية الحراري 13 1 كيلوكالوري. بحفظ بين 2 و 6 ۱۹11126""004613"" cherguiodomaines co ma'}
 {'lang': 'fr', 'text': 'المكونات : حليب کامل ، مسحوق الحليب بدون قشدة ، قشدة ، سكر ، نشا ، نکهات خمائر حليسية سدة العدائية المتوسطة فـي 0 10ع قس ذهبيأت پسروتیدات 4,2غ سكربسات 14,9ځ 1 1 1 مع سوم الفبية الحراري 13 1 كيلوكالوري. بحفظ بين 2 و 6 ۱۹11126&quot;004613&quot; cherguiodomaines co ma'}]","['fr:المكونات' 'fr:مسحوق-الحليب-بدون-قشدة' 'fr:قشدة' 'fr:سكر' 'fr:نشا'
 'fr:نکهات-خمائر-حليسية-سدة-العدائية-المتوسطة-فـي-0-10ع-قس-ذهبيأت-پسروتیدات-4-2غ-سكربسات-14-9ځ-1-1-1-مع-سوم-الفبية-الحراري-13-1-كيلوكالوري'
 'fr:بحفظ-بين-2-و-6-۱۹11126-004613-cherguiodomaines-co-ma' 'fr:حليب-کامل']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,Chergui,340, quotquot cherguiodomaines co ma, cherguiodomaines co ma 
Nescafe gold,"[{'lang': 'main', 'text': 'Salalje 10 16li 8gaá, المكونات قعوة سريعة الذوبان قعوة محمصة مطحونة تاعة بلد المنشا، فرنسا'}
 {'lang': 'fr', 'text': 'Salalje 10 16li 8gaá, المكونات قعوة سريعة الذوبان قعوة محمصة مطحونة تاعة بلد المنشا، فرنسا'}
 {'lang': 'fr', 'text': 'Salalje 10 16li 8gaá, المكونات قعوة سريعة الذوبان قعوة محمصة مطحونة تاعة بلد المنشا، فرنسا'}]","['fr:salalje-10-16li-8gaa'
 'fr:المكونات-قعوة-سريعة-الذوبان-قعوة-محمصة-مطحونة-تاعة-بلد-المنشا'
 'fr:فرنسا']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],"['en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-foods' 'en:coffees' 'en:instant-beverages'
 'en:instant-coffees']",unknown,50 g,Nestlé,345,salalje li ga ,salalje li gaa 
Mirinda citron slim,"[{'lang': 'main', 'text': ""eau gazéifiée, sucre, acidulant (acide citrique), émulsifiants (esters glycériques de résine de bois, gomme arabique), conservateur (benzoate de sodium), édulcorants (acésulfame-K, sucralose), arôme de citron identique à l'arôme naturel, antioxydant (acide ascorbique), colorant caramel au sulfite d'ammonium""}
 {'lang': 'fr', 'text': ""eau gazéifiée, sucre, acidulant (acide citrique), émulsifiants (esters glycériques de résine de bois, gomme arabique), conservateur (benzoate de sodium), édulcorants (acésulfame-K, sucralose), arôme de citron identique à l'arôme naturel, antioxydant (acide ascorbique), colorant caramel au sulfite d'ammonium""}
 {'lang': 'fr', 'text': ""eau gazéifiée, sucre, acidulant (acide citrique), émulsifiants (esters glycériques de résine de bois, gomme arabique), conservateur (benzoate de sodium), édulcorants (acésulfame-K, sucralose), arôme de citron identique à l'arôme naturel, antioxydant (acide ascorbique), colorant caramel au sulfite d'ammonium""}]","['en:carbonated-water' 'en:water' 'en:sugar' 'en:added-sugar'
 'en:disaccharide' 'en:acid' 'en:emulsifier' 'en:preservative'
 'en:sweetener' 'fr:arome-de-citron-identique-a-l-arome-naturel'
 'en:antioxidant' 'en:colour' 'en:e330' 'en:e445' 'en:e414' 'en:e211'
 'en:e950' 'en:e955' 'en:vitamin-c' 'en:e150d']","['en:palm-oil-free' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],,unknown,,,354,eau gazifie sucre acidulant acide citrique mulsifiants esters glycriques de rsine de bois gomme arabique conservateur benzoate de sodium dulcorants acsulfame k sucralose arme de citron identique larme naturel antioxydant acide ascorbique colorant caramel au sulfite dammonium,arome de citron identique a l arome naturel
Platsch,"[{'lang': 'main', 'text': 'Eau, sucre, sirop de glucose, dextrose, stabilisants (E471, 2410, E412, E407, E304, E307, E472), concentré de citron, colorant (E104), arôme citron.'}
 {'lang': 'fr', 'text': 'Eau, sucre, sirop de glucose, dextrose, stabilisants (E471, 2410, E412, E407, E304, E307, E472), concentré de citron, colorant (E104), arôme citron.'}
 {'lang': 'fr', 'text': 'Eau, sucre, sirop de glucose, dextrose, stabilisants (E471, 2410, E412, E407, E304, E307, E472), concentré de citron, colorant (E104), arôme citron.'}]","['en:water' 'en:sugar' 'en:added-sugar' 'en:disaccharide'
 'en:glucose-syrup' 'en:monosaccharide' 'en:glucose' 'en:dextrose'
 'en:stabiliser' 'en:lemon-extract' 'en:fruit' 'en:citrus-fruit'
 'en:extract' 'en:fruit-extract' 'en:citrus-fruit-extract' 'en:colour'
 'en:lemon-flavouring' 'en:flavouring' 'en:e471' 'fr:2410' 'en:e412'
 'en:e407' 'en:e304' 'en:e307' 'en:e472' 'en:e104']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",,[],"['en:desserts' 'en:frozen-foods' 'en:frozen-desserts'
 'en:ice-creams-and-sorbets' 'en:sorbets']",d,110 ml,Groupe Ice,358,eau sucre sirop de glucose dextrose stabilisants e e e e e e concentr de citron colorant e arme citron,
florida juice,"[{'lang': 'main', 'text': 'Puree from carrots(30%) and bananas )water, sugar, enriching substances: vitamin C nd vitamin E, acidity regulator: citric acid, aromas. جبدا قبل الفتح. يستحسن استهلاكه قبل: أنظر تاريخ ور قم الذفعة المطبونه عل'}
 {'lang': 'fr', 'text': 'Puree from carrots(30%) and bananas )water, sugar, enriching substances: vitamin C nd vitamin E, acidity regulator: citric acid, aromas. جبدا قبل الفتح. يستحسن استهلاكه قبل: أنظر تاريخ ور قم الذفعة المطبونه عل'}
 {'lang': 'fr', 'text': 'Puree from carrots(30%) <span class=""allergen"">and bananas</span> )water, sugar, enriching substances: vitamin C nd vitamin E, acidity regulator: citric acid, aromas. جبدا قبل الفتح. يستحسن استهلاكه قبل: أنظر تاريخ ور قم الذفعة المطبونه عل'}]","['fr:puree-from-carrots' 'fr:and-bananas-water' 'fr:sugar'
 'fr:enriching-substances' 'fr:acidity-regulator' 'fr:aromas'
 'fr:جبدا-قبل-الفتح' 'fr:يستحسن-استهلاكه-قبل' 'fr:vitamin-c-nd-vitamin-e'
 'en:e330' 'fr:أنظر-تاريخ-ور-قم-الذفعة-المطبونه-عل']","['en:palm-oil-content-unknown' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",[],['en:banana'],"['en:beverages-and-beverages-preparations'
 'en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-foods' 'en:fruits-and-vegetables-based-foods'
 'en:vegetables-based-foods' 'en:plant-based-beverages' 'en:vegetables'
 'en:fruit-based-beverages' 'en:juices-and-nectars' 'en:fruit-nectars'
 'en:carrots' 'en:banana-nectars']",e,300 ml,florida juice,366,puree from carrots and bananas water sugar enriching substances vitamin c nd vitamin e acidity regulator citric acid aromas ,puree from carrots and bananas water sugar enriching substances acidity regulator aromas vitamin c nd vitamin e 
Jnane Yaourt,"[{'lang': 'main', 'text': 'Lait partiellement écrémé, sucre naturel, préparation de chocolat, poudre de lait écrémé, carraghénane, sel.'}
 {'lang': 'fr', 'text': 'Lait partiellement écrémé, sucre naturel, préparation de chocolat, poudre de lait écrémé, carraghénane, sel.'}
 {'lang': 'fr', 'text': 'Lait partiellement écrémé, sucre naturel, préparation de chocolat, poudre de lait écrémé, carraghénane, sel.'}]","['en:semi-skimmed-milk' 'en:dairy' 'en:milk' 'fr:sucre-naturel'
 'fr:preparation-de-chocolat' 'en:skimmed-milk-powder' 'en:milk-powder'
 'en:e407' 'en:salt']","['en:palm-oil-content-unknown' 'en:non-vegan'
 'en:vegetarian-status-unknown']",,['en:milk'],"['en:dairies' 'en:fermented-foods' 'en:fermented-milk-products'
 'en:desserts' 'en:dairy-desserts' 'en:fermented-dairy-desserts'
 'en:yogurts' 'en:plain-fermented-dairy-desserts' 'en:plain-yogurts']",c,,Chergui,377,lait partiellement crm sucre naturel prparation de chocolat poudre de lait crm carraghnane sel,sucre naturel preparation de chocolat
Protéine 100% Whey Gold Standard Double Chocolat,"[{'lang': 'main', 'text': 'Mélange de protéines (Isolat protéique de _lactosérum_ (émulsifiant (Lécithine de _soja_)), Concentré de protéines de _lactosérum_, Isolat de Protéine de whey hydrolysée (_lait_)), Poudre de cacao maigre, Arôme, Edulcorant (Acésulfame de potassium, Sucralose), Complexe enzymatique (Amylase, Protéase, Cellulase, Bêta-D-galactosidase, Lipase).'}
 {'lang': 'fr', 'text': 'Mélange de protéines (Isolat protéique de <span class=""allergen"">lactosérum</span> (émulsifiant (Lécithine de <span class=""allergen"">soja</span>)), Concentré de protéines de <span class=""allergen"">lactosérum</span>, Isolat de Protéine de whey hydrolysée (<span class=""allergen"">lait</span>)), Poudre de cacao maigre, Arôme, Edulcorant (Acésulfame de potassium, Sucralose), Complexe enzymatique (Amylase, Protéase, Cellulase, Bêta-D-galactosidase, Lipase).'}
 {'lang': 'fr', 'text': 'Mélange de protéines (Isolat protéique de _lactosérum_ (émulsifiant (Lécithine de _soja_)), Concentré de protéines de _lactosérum_, Isolat de Protéine de whey hydrolysée (_lait_)), Poudre de cacao maigre, Arôme, Edulcorant (Acésulfame de potassium, Sucralose), Complexe enzymatique (Amylase, Protéase, Cellulase, Bêta-D-galactosidase, Lipase).'}]","['en:proteins-mix' 'fr:isolat-proteique-de-lactoserum'
 'en:concentrated-whey-protein' 'en:protein' 'en:animal-protein'
 'en:milk-proteins' 'en:whey-protein'
 'fr:isolat-de-proteine-de-whey-hydrolysee' 'en:fat-reduced-cocoa-powder'
 'en:plant' 'en:cocoa' 'en:cocoa-powder' 'en:flavouring' 'en:sweetener'
 'fr:complexe-enzymatique' 'en:emulsifier' 'en:e950' 'en:e955' 'en:e1100'
 'en:e1101' 'en:cellulase' 'en:enzyme' 'en:beta-galactosidase'
 'en:lactase' 'en:e1104' 'en:soya-lecithin' 'en:e322' 'en:e322i']","['en:palm-oil-content-unknown' 'en:non-vegan'
 'en:vegetarian-status-unknown']",[],['en:milk' 'en:soybeans'],"['en:dietary-supplements' 'en:bodybuilding-supplements'
 'en:protein-powders']",not-applicable,"4,54 Kg",Optimum Nutrition,381,mlange de protines isolat protique de _lactosrum_ mulsifiant lcithine de _soja_ concentr de protines de _lactosrum_ isolat de protine de whey hydrolyse _lait_ poudre de cacao maigre arme edulcorant acsulfame de potassium sucralose complexe enzymatique amylase protase cellulase bta d galactosidase lipase,isolat proteique de lactoserum isolat de proteine de whey hydrolysee complexe enzymatique
Mayonnaise à la moutarde de Dijon,"[{'lang': 'main', 'text': ""Huile de tournesol* 77%, jaune d'_œuf_* 7%, eau, _moutarde_ de Dijon* 3% [vinaigre de cidre* (contient _lait_), graines de _moutarde_*, eau, sel, acidifiant : acide citrique], vinaigre d'alcool*, sucre de canne*, sel, arôme naturel de _moutarde_. \n*biologique.""}
 {'lang': 'en', 'text': 'sunflower oil, <span class=""allergen"">egg yolk</span> 7%, water, vinegar, dijon mustard 3% (apple cider vinegar (including milk caseins), mustard seeds, water, salt, acidifier: citric acid), cane sugar, salt, natural mustard flavour, natural carrot flavour, thickener: xanthan gum,'}
 {'lang': 'fr', 'text': ""Huile de tournesol* 77%, jaune d'_œuf_* 7%, eau, _moutarde_ de Dijon* 3% [vinaigre de cidre* (contient _lait_), graines de _moutarde_*, eau, sel, acidifiant : acide citrique], vinaigre d'alcool*, sucre de canne*, sel, arôme naturel de _moutarde_. \n*biologique.""}
 {'lang': 'en', 'text': 'sunflower oil, egg yolk 7%, water, vinegar, dijon mustard 3% (apple cider vinegar (including milk caseins), mustard seeds, water, salt, acidifier: citric acid), cane sugar, salt, natural mustard flavour, natural carrot flavour, thickener: xanthan gum,'}
 {'lang': 'fr', 'text': 'Huile de tournesol* 77%, jaune d\'<span class=""allergen"">œuf</span>* 7%, eau, <span class=""allergen"">moutarde</span> de Dijon* 3% [vinaigre de cidre* (contient <span class=""allergen"">lait</span>), graines de <span class=""allergen"">moutarde</span>*, eau, sel, acidifiant : acide citrique], vinaigre d\'alcool*, sucre de canne*, sel, arôme naturel de <span class=""allergen"">moutarde</span>. \n*biologique.'}]","['en:sunflower-oil' 'en:oil-and-fat' 'en:vegetable-oil-and-fat'
 'en:vegetable-oil' 'en:egg-yolk' 'en:egg' 'en:water' 'en:dijon-mustard'
 'en:mustard' 'en:alcohol-vinegar' 'en:vinegar' 'en:cane-sugar'
 'en:added-sugar' 'en:disaccharide' 'en:sugar' 'en:salt'
 'fr:arome-naturel-de-moutarde' 'en:flavouring' 'en:natural-flavouring'
 'en:cider-vinegar' 'en:mustard-seed' 'en:condiment' 'en:spice' 'en:acid'
 'en:e330']",['en:palm-oil-free' 'en:non-vegan' 'en:vegetarian-status-unknown'],"['en:organic' 'en:eu-organic' 'en:non-eu-agriculture' 'en:be-bio-01'
 'en:eu-agriculture' 'en:eu-non-eu-agriculture' 'en:green-dot'
 'en:made-in-belgium' 'en:nutriscore' 'fr:ab-agriculture-biologique'
 'fr:triman' 'en:recyclable-logo-triman']",['en:eggs' 'en:milk' 'en:mustard'],"['en:condiments' 'en:sauces' 'en:mayonnaises' 'en:dijon-mayonnaises'
 'en:groceries']",e,238 g,Carrefour Carrefour Bio,383,huile de tournesol jaune d_uf_ eau _moutarde_ de dijon vinaigre de cidre contient _lait_ graines de _moutarde_ eau sel acidifiant acide citrique vinaigre dalcool sucre de canne sel arme naturel de _moutarde_ biologique,arome naturel de moutarde
Cocktail de fruit,"[{'lang': 'main', 'text': 'Eau purifiée, jus de fruits tropicaux (à base de concentré), sucre acidifiant: acide citrique, épaississant (Xanthane, Gomme Arabique) antioxydant: vitamine C, arôme de fruits tropicaux, Provitamine A.Teneur en fruits min. 40%.'}
 {'lang': 'fr', 'text': 'Eau purifiée, jus de fruits tropicaux (à base de concentré), sucre acidifiant: acide citrique, épaississant (Xanthane, Gomme Arabique) antioxydant: vitamine C, arôme de fruits tropicaux, Provitamine A.Teneur en fruits min. 40%.'}
 {'lang': 'fr', 'text': 'Eau purifiée, jus de fruits tropicaux (à base de concentré), sucre acidifiant: acide citrique, épaississant (Xanthane, Gomme Arabique) antioxydant: vitamine C, arôme de fruits tropicaux, Provitamine A.Teneur en fruits min. 40%.'}]","['en:filtered-water' 'en:water' 'fr:jus-de-fruits-tropicaux' 'en:acid'
 'en:thickener' 'en:antioxidant' 'fr:arome-de-fruits-tropicaux'
 'en:provitamin-a' 'en:e160a' 'en:e160ai' 'en:e330' 'en:e415' 'en:e414'
 'en:vitamin-c']","['en:may-contain-palm-oil' 'en:vegan-status-unknown'
 'en:vegetarian-status-unknown']",['en:no-preservatives' 'en:no-colorings' 'en:rich-in-vitamin-c'],[],"['en:plant-based-foods-and-beverages' 'en:beverages'
 'en:plant-based-beverages' 'en:fruit-based-beverages'
 'en:juices-and-nectars' 'en:fruit-juices']",e,1L,Al boustane,386,eau purifie jus de fruits tropicaux base de concentr sucre acidifiant acide citrique paississant xanthane gomme arabique antioxydant vitamine c arme de fruits tropicaux provitamine ateneur en fruits min ,jus de fruits tropicaux arome de fruits tropicaux
